Date,Timestamp,Open,High,Low,Close,Volume
20130101,00:00:00,1.3195,1.31956,1.31942,1.31954,140.950000047684
20130101,22:00:00,1.31936,1.32197,1.31929,1.32053,1166.9000011608
20130101,23:00:00,1.32046,1.32074,1.31866,1.31977,3038.17000214756
20130102,00:00:00,1.31975,1.32125,1.31914,1.32064,3764.40999911726
20130102,01:00:00,1.32064,1.32767,1.32064,1.32712,8534.87999580801
20130102,02:00:00,1.32712,1.32991,1.3271,1.32934,8046.22999486327
20130102,03:00:00,1.32934,1.32957,1.3275,1.3286,5547.43000864983
20130102,04:00:00,1.3286,1.32891,1.32525,1.32603,6432.50999987125
20130102,05:00:00,1.32603,1.32726,1.32556,1.32662,4478.32000303268
20130102,06:00:00,1.32662,1.32765,1.32657,1.32715,5333.66000533104
20130102,07:00:00,1.32715,1.32931,1.3269,1.32732,10848.5600367785
20130102,08:00:00,1.3273,1.3291,1.32676,1.32797,11764.6700390577
20130102,09:00:00,1.32797,1.32867,1.32521,1.32645,11033.2500368357
20130102,10:00:00,1.32643,1.32648,1.32315,1.32451,11120.8700375557
20130102,11:00:00,1.32452,1.32548,1.32336,1.32489,11305.7000037432
20130102,12:00:00,1.32492,1.32797,1.3249,1.32672,8601.44000995159
20130102,13:00:00,1.32671,1.32736,1.32455,1.32486,8887.8900103569
20130102,14:00:00,1.32482,1.32571,1.3237,1.32537,9159.57001054287
20130102,15:00:00,1.32541,1.32603,1.32378,1.32394,8882.51999771595
20130102,16:00:00,1.32392,1.32422,1.31849,1.31947,12550.7300218046
20130102,17:00:00,1.3195,1.3195,1.31579,1.31691,7512.359998703
20130102,18:00:00,1.3169,1.31742,1.31577,1.31643,4571.00999712944
20130102,19:00:00,1.31641,1.31757,1.3157,1.31754,5115.55000114441
20130102,20:00:00,1.31754,1.31855,1.31753,1.31855,3689.94000327587
20130102,21:00:00,1.31858,1.31901,1.31815,1.31857,2810.30000089109
20130102,22:00:00,1.3186,1.31894,1.31779,1.31887,2233.16999992728
20130102,23:00:00,1.31893,1.31893,1.31767,1.31833,2170.57999837399
20130103,00:00:00,1.31836,1.31887,1.31807,1.31825,2209.63000178337
20130103,01:00:00,1.31824,1.3185,1.31626,1.31708,3572.34000444412
20130103,02:00:00,1.31708,1.31737,1.31271,1.31271,4782.02000713348
20130103,03:00:00,1.31264,1.31406,1.31237,1.31385,5317.85000556707
20130103,04:00:00,1.31383,1.31412,1.31368,1.31372,2306.68000566959
20130103,05:00:00,1.31374,1.31403,1.3132,1.31388,2371.97999787331
20130103,06:00:00,1.31387,1.31505,1.31386,1.31454,3154.51000809669
20130103,07:00:00,1.31453,1.31526,1.31338,1.31344,7686.92003178597
20130103,08:00:00,1.31345,1.31677,1.31344,1.3164,10647.120046258
20130103,09:00:00,1.31642,1.31695,1.3145,1.3147,8773.57004284859
20130103,10:00:00,1.31467,1.31483,1.3094,1.30961,15358.1400448084
20130103,11:00:00,1.30961,1.31176,1.30942,1.31129,9262.86000847816
20130103,12:00:00,1.31127,1.31132,1.3082,1.30981,12515.040022254
20130103,13:00:00,1.30981,1.31107,1.3086,1.31107,12183.5400415659
20130103,14:00:00,1.31106,1.31147,1.30946,1.31002,11103.660035491
20130103,15:00:00,1.31002,1.31153,1.30885,1.30949,10849.0800406933
20130103,16:00:00,1.3095,1.31202,1.30936,1.31093,9850.55002820492
20130103,17:00:00,1.31097,1.31131,1.3105,1.31114,4929.81002426147
20130103,18:00:00,1.31113,1.31122,1.31056,1.31057,3010.20000457764
20130103,19:00:00,1.31057,1.31057,1.30576,1.30611,14361.5900193304
20130103,20:00:00,1.30612,1.30646,1.30478,1.30539,6757.6500133127
20130103,21:00:00,1.3054,1.3055,1.30467,1.30484,3452.65000794828
20130103,22:00:00,1.30486,1.30521,1.3024,1.30361,4511.15999935567
20130103,23:00:00,1.30363,1.30531,1.30222,1.30243,4966.88000446558
